id,user_id,title,content,like_count,created_at,updated_at
11,6,Review from CinemaSerf,"I must admit that I’d entirely forgotten about “Sisu” (2022) until I sat down to watch this, and then it all came flooding back. Maybe that is because this isn’t so very different. He (Jorma Tommila) has returned from his native Finland to his former home in what is now Soviet occupied Karelia to collect it. Yep, he is going to dismantle the wooden home he built for his murdered family and relocate it across the border. The Soviets still remember the carnage he caused last time around, and so release his erstwhile tormentor “Dragunov” (Stephen Lang) from a gulag with instructions to terminate him and earn his freedom (and lots of roubles). What now ensues is like a militaristic game of snakes and ladders as “Sisu” faces soldiers, armoured cars, fighter planes and even a train as he tries to stay alive long enough to make it home with his logs. Now I don’t think there is even the slightest hint of jeopardy here, indeed it pretty much screams the continuining adventures of “Sisu” from the start, but it’s really good fun if you like mindless violence, a good old-fashioned baddie straight out of an Ian Fleming novel and loads of combat scenes that would easily have killed him, and just about everyone else, a hundred times over. Ever seen anyone somersault a tank? There is a bit of dialogue, but it’s entirely unnecessary as the bullets fly and the blood flows, and we build to a denouement that almost makes you cry! This production has seen considerable effort gone into it, there’s gore galore and I did quite enjoy it for ninety minutes.",313,2025-12-11 17:46:16,2025-12-11 17:46:16
12,5,Review from MovieGuys,"""Sisu: Road to Revenge"" is a polished case of ""style over substance"" with a predictable, anti-Russian message. 

All the trappings are there. Excellent sets, spectacular cinamatography, at times entertaining, if over the top action and capable acting, from the cast. What's missing is anything that truly looks like a intelligently rendered back story. What made the first ""Rambo"" film work so well, putting the intense action aside for a moment, was a truly heartfelt back story, with a character, who, at least for one film had personal depth, that was wholly relatable, wholly ""human"". 

This film aspires in this direction, early on and looks like its could get there but quickly devolves, into what feels a lot like a ""Call of Duty"" style, computer game, where you kill everything in sight, until there is very little left, not only to see but, in this case, to empathise with. The director and writers, try to reignite the emotional component, of this film, at the end, with the house building scene but by then, any emotional potential, has long since departed.

In summary, this film is a platform, for a mega-ton of over the top, at times viceral, gritty, action but that's as far as it gets. Looking beyond the superficial death and destruction, it's disappointlingly shallow. An okay watch.",575,2025-12-18 06:22:29,2025-12-18 06:31:19
13,1,Review from Manuel São Bento,"FULL SPOILER-FREE REVIEW @ https://movieswetextedabout.com/zootopia-2-movie-review-disney-proves-it-can-still-make-sequels-with-soul-and-purpose/

Rating: A-

""Zootopia 2 asserts itself as a worthy and even necessary sequel, overcoming the natural loss of the novelty factor with a narrative that dares to dig deeper into the imperfect foundations of its utopia.

Although the mystery doesn't reach the suspenseful peaks of its predecessor, the film makes up for it with dazzling visual evolution, a voice cast in a state of grace, and a mature exploration of the partnership between Judy and Nick. It's a movie that entertains as much as it provokes thought, refusing to offer easy answers to complex problems like historical erasure and social exclusion.

More than just a simple animated adventure, this is a story about the responsibility to remember and correct, inspiring us to believe that building a better world requires the courage to look back so we can, finally, move forward together.""",355,2025-11-26 21:34:44,2025-11-26 21:34:44
14,9,Review from BryanGreyson,"Very short: Zootopia 2 is lovely and has as many little details about the world and everyone within it as the first one. If you enjoyed the first one, you'll enjoy this one.

Longer:
Zootopia 2 basically does what the first one already did: Using the story of a police case to teach people, inside and outside of the movie, that prejudice and stereotypes we learned to believe are often wrong and even more often dangerous. In addition, it also features other themes like stolen land, and that ultimately what makes ""you"" is your decisions in the situations you're dealt.

(Important) moral of the story aside: Zootopia 2 is as beautiful, maybe even more, as the first one. Such beautiful colors, so many moving parts and animals, such great detail on soft surfaces and, of course, fur.
Thanks to that, Judy (and the others) look even more beautiful and detailed with so many individual hairs and such awesome effects when things get wet.
The same applies to stuff like water in general, snow and sand.

Like in the first movie, so many little details are shown in the world: How different species work together, how different sizes and skills are used and how buildings and facilities are built to accommodate all the different species.

Emotionally the movie is also as lovely as the first one: Many jokes, Judy's overly positive optimism and Nick's cynicism do the same job as in the first one. Only this time the movie actually goes and deals with how both of these traits of them are also used to mask their emotional weakness and how they deal with them. (Although I personally feel Judy gets off the hook a little easy, but well, details.)

And, as is proper after the first one, there's also at least one tear-jerking emotional part.

So, I recommend that movie. The ""police story"" in it, I think I actually preferred the case from the first movie. But that little bit aside, characters and details are equally as lovely.

I recommend it, and I'm looking forward to Zootopia 3!",734,2025-11-29 22:36:13,2025-11-29 22:36:13
15,6,Review from CinemaSerf,"Things are not looking so hot for this animal equivalent of “Dempsey and Makepeace” after one of their clandestine operation goes especially pear-shaped and the boss threatens to split up “Hopps” and “Wilde”. The former is probably the more professional of the two and after discovering something distinctly scaly at a grand civic reception that goes wrong, allies with her foxy partner to get to the bottom of a secret that might involve a grandma, a patent and a seemingly harmless metal-covered journal. Meantime, the local bigwig lynxes seem determined to thwart these detective activities, so we have to assume that their status as town grandees isn’t what it seems - but with everyone sceptical about our dynamic duo, what chance they can get to the truth? Aside from just being quite an enjoyably paced adventure, this also has a bit more substance as a story that shines some light on prejudice and stereotyping. That’s done in an entertaining and under-the-radar fashion, but it’s still quite clearly illustrating the “never judge a book by it’s cover” philosophy as well as taking a pop at good, old-fashioned, greed. The detail in the production is often the source of more for the adults amongst the audience, and there’s quite a bit of humour for all ages from the dialogue and the tea-time menace that gradually accumulates amidst the snowy mountain tops. The quality of the animation, particularly the facial expressions but also the acrobatics, is entertainingly colourful with plenty of daft antics to test the loyalties of friends old and new. Maybe “Zootopia” isn’t quite as it seems? Maybe it never was? Good fun.",311,2025-12-04 10:22:57,2025-12-04 10:22:57
16,5,Review from MovieGuys,"I can but question the underlying messsage offered up in""Worldbreaker"". If there was a war and all the men were used up, who would fight? This film pushes a tale where women should ""step up"" and ""save the world"". Its a message that coincidentally fits in with the current Western establishment's narrative about the ""threat"", from the likes of Russia and China. A threat that has little basis in fact but could still be seen through to fruition, if they advance a war mongering agenda. Of course too, there actually are not enough men in the West to conscript, so who's next in line?

Putting aside one possible interpretation of this films narrative, how does it stand up? Frankly, its rather slow. It takes far too long to go anywhere and when it does, its not overly inspiring. The upsides includes quality acting from the cast, which ranges from capable to truly excellent. Creature effects are convincing too but they never feature, that prominently. 

In summary, what is this film actually trying to say? Perhaps my interpretation is wrong? I certanly hope so. Looking beyond this consideration, its a rather slow sci fi survivalist thriller, that is only held together by sterling acting, from the main cast.  A marginal watch.",826,2025-12-20 04:31:02,2025-12-20 04:48:07
17,1,Review from Manuel São Bento,"FULL SPOILER-FREE REVIEW @ movieswetextedabout.com/the-running-man-movie-review-a-lot-of-running-for-an-underwhelming-finish-line/

""The Running Man falls short of the potential that Edgar Wright and the source material suggested, though it's an efficient vehicle for the talent and charisma of Glen Powell and presents themes that could and should be incisive.

Its narrative repetition, unnecessary exposure of its messages, and unsatisfactory ending prevent it from becoming a memorable dystopian thriller. It's competent and perfectly acceptable entertainment, but it lacks the impact and significance it promised.

We're left with the echo of an undeniable truth: even in the most rigged and predatory spectacle, the fire of hope and rebellion can't be televised, bought, or silenced.""

Rating: C+",929,2025-11-11 19:48:12,2025-11-11 19:48:12
18,6,Review from CinemaSerf,"With his young daughter in need of some basic medication that he and his wife cannot afford, “Richards” (Glen Powell) sets off to enrol in the most taxing of television game shows. If he can stay alive for thirty days, he will win a gazillion new dollars and be able to live, with his family, like a king. Of course, he learns fairly quickly that this will never be a fair fight as the show’s boss “Killian” (Josh Brolin) makes quite clear. This is going to be brutal stuff, with the population actively encouraged to report his whereabouts for a cash bonus, so the goons or the “hunters” can come and waste him. Now he isn’t exactly your average ye-ha ninja type. He’s more your decent, gym going, family man - so what chance he can adapt and survive in the face of betrayal and bullets? It starts off quite promisingly, and as usual Powell is fully aware that much of his appeal on screen is down to his willingness to wear (nor not) a skimpy towel, but once we get into the adventure proper this all reminded me too too much of a “Hunger Games” production - complete with remote television cameras and exuberant live television coverage from “Bobby T” (Colman Domingo). There’s a blink and you’ll miss it cameo from William H. Macy which could have been delivered by just about anyone and if you’re especially eagle-eyed you might spot Sandra Dickinson here as she and Michael Cera attempt to provide our runaway with some much needed moral support. “Richards” accrues cash for each kill and for each day he survives, and that also reflects the level-up, video-game, style of these adventures with each getting more lucratively perilous and him becoming more like John Wick as the days go by. The sense of menace? Well that doesn’t really survive an increasingly relentless sequence of predictable CGI-driven pyrotechnics and it just possible that Powell isn’t the best casting here. He’s easy on the eye and charismatic, but he isn’t convincing at any stage as things heat up and neither are Brolin or Domingo who just overact. It could readily lose half an hour without compromising the gist of the original Stephen King story and I just couldn’t help thinking it was released too close to “The Long Walk” which is similar in concept and better in delivery. It’s watchable enough, but I’m not sure I will remember it any more than Arnie’s more static, studio-based, version from 1987.",522,2025-11-13 18:10:20,2025-11-15 20:11:45
19,10,Review from JPV852,Pretty fun and entertaining remake/re-adaptation that features a fine performance from Glen Powell alongside solid action scenes. Josh Brolin's shear presence made home quite good even if it's a thinly written character and one who doesn't have a ton of screen time. Nothing groundbreaking but still worth checking out. **3.75/5**,488,2025-11-15 04:38:11,2025-11-15 04:38:11
20,5,Review from MovieGuys,"There's often a very good reason why they say a film is ""adapted"" from a literary work. 

Such was the case with the 1988 film, ""Running Man"". Ably adapted from Stephen Kings literary work, it condensed a much longer tale, into a manageable and entertaining package. 

Regrettably, what has been repeatedly touted as an advantage, that is the new film, following the literary work of King more closely, is anything but. This is an overly long, at times thoroughly boring film, that's lacking in both pace and direction. Worse still, its narrative is devoid of depth and wit, leaving  characters who feel more like caricatures. Unsurprisingly too, its woke. Who didn't see that coming?

The net result is a film  I personally found so tiresome and dreary, I ended up rewatching the thoroughly satisfying original, to cheer myself up.

In summary, overly long, lacking in pace and direction, narratively impoverished, populated by card board cut out caricatures. My advice, if you are new to this tale, watch the 1988 original. Its leagues ahead of this burnt offering.",245,2025-11-19 20:50:23,2025-11-19 20:52:14
21,1,Review from Manuel São Bento,"FULL SPOILER-FREE REVIEW @ https://fandomwire.com/wake-up-dead-man-review/

""Wake Up Dead Man: A Knives Out Mystery exceeds expectations by diving into a darker register without losing the layers of humor and captivating mystery that define the franchise.

The howdunnit mechanics become unnecessarily complex before the climax, but given the brilliance of the whydunnit — exceptional character work and rich thematic exploration — every minute is a valuable experience.The witty banter between Daniel Craig and Josh O'Connor, coupled with the depth of their discussion on what it means to ""believe,"" is one of many proofs in this sequel that a whodunnit doesn't need to be perfect to be a resounding success. Rian Johnson offers a worthy continuation of the saga, surpassing expectations by delving into a somber register.

The truth may be winding, but in this mystery, faith and forgiveness are the biggest plot twists of all.""

Rating: A-",83,2025-10-08 17:21:35,2025-10-08 17:21:35
22,6,Review from CinemaSerf,"Pugilistic priest “Fr. Jud” (Josh O’Connor) has lost his temper with a deacon and been consigned to a remote country parish where his plain-speaking bishop (Jeffrey Wright) hopes he can do less damage. Upon his arrival, though, he realises that this is quite an eccentric little congregation led by the mildly megalomaniacal “Monsignor” (Josh Brolin) and his ever so slightly menacing factotum “Martha” (Glenn Close). The new arrival isn’t universally welcome, especially when he tries to impose his own more religious approach to parish affairs, and then somewhat out of the blue, the older churchman is mysteriously killed. Of course, “Jud” is the obvious suspect but the arrival of the Poirot-esque “Benoit Blanc” (Daniel Craig) to help with the investigation soon reveals that just about anyone from this tightly knit community had some sort of axe to grind. It also transpires that there’s a missing eighty million dollar fortune, a bit of illegitimacy, a secret romance and even an acid bath to be factored in, too! It’s Cluedo on steroids! Brolin reminded me of Kris Kristofferson the whole way through as his behaviour gets wackier and more manipulative and he does gel well with an O’Connor who’s clearly having some fun as the plot thickens nicely, and suitably convolutedly. I could have done with a little more from Miss Close, and neither Andrew Scott nor Jeremy Renner really have enough of the plot either, but the writing and pacing of this quirky and personality-driven mystery keeps it quite enthralling in the best tradition of Agatha Christie as it mixes some good old fashioned detective work with some provocative religiosity; technical wizardry and even a little biblical mythology. Don’t be put off by it’s lengthy duration, it’s the best of these “Knives Out” tales so far.",99,2025-12-11 18:52:41,2025-12-11 18:55:25
23,5,Review from MovieGuys,"Its amazing what you accomplish with a creative script, even on a limited budget. 

""War of the Worlds"" isn't going to win any awards but  its nonetheless still quite entertaining. 

The notion of the whole alien invasion playing out from the control room of a US NSA surveillance agent, is novel, as is the manner in which everything is nicely brought together. The acting  is decent too, so no complaints there, either. 

Perhaps the only limited downside is the special effects, which are only passable. That said, they still function well enough, to make the whole thing enjoyable. 

In summary, a simple but watchable sci fi experience. A nice distraction for a wet weekend.",702,2025-07-31 05:52:34,2025-07-31 05:56:21
24,11,Review from Microcosmic,Trash. Uber trash. Worst use of an IP to date.,271,2025-08-09 06:16:32,2025-08-15 22:46:38
25,12,Review from oynx,"amazing relative idea to this era , liked the movie",827,2025-08-14 21:04:29,2025-08-29 22:12:24
26,13,Review from r96sk,"<em>'War of the Worlds'</em>... boy oh boy. I've been out of the film loop recently, but word of this disaster even reached me. I had to check it out for myself to get it watched before I got spoiled. Sometimes the internet piles in to jointly overhate a movie... this is not one of those times.

What a mess, there are sadly no redeeming qualities to it. First and foremost, it takes itself way too seriously. There are (I think) a few jokes scattered in there, though they last for literal seconds - everything else is played straight. It had a better chance of working as a comedy, albeit barely.

The initial novelty of the ""screenlife"" (never knew that was a thing until now) set-up is kinda interesting, though it very quickly wears off completely. It ends up getting annoying, especially the constant calling noises - almost gave me a headache. It'd work as a short, not for 90mins!

The computer stuff looks quite awful too, the most boring and least creative way of utilizing the whole PC concept too. They literally just zoom in and out for the entire flick. There is one scene where they do the <em>'Jaws'</em> dolly zoom effect, which is minorly cool to be fair.

There is also a piece of photoshop right at the end that is hilariously bad, I'm pretty certain I could do a better job... OK, maybe not, but you know. The whole ending had me chuckling (negatively) at the film, with that aforementioned moment but also with that flying delivery thing.

I've got this far into this (overly long) review without noting the acting talent. It has a few good names attached, but none of them do anything remotely standout - but, in fairness, have barely anything to work with. You could place any world leading lad or lass in this and it'd be the same.

Ice Cube... I'm gonna let this one slide, because I do like him. Same goes for Eva Longoria. Both of 'em are, erm, not good though. The only actor I'd give a tiny solace of praise to would be Devon Bostick (Rodrick to you and I), who has one scene where his teary eyes look kinda convincing. As you can see, I'm reaching!

I don't know what's worse. This movie, or the fact that I've just typed up seven paragraphs about it. We're both as bad as each other! This only avoids the bottom rating from yours truly through comparison. Incredibly, I have seen worse.",513,2025-08-17 12:32:15,2025-08-17 12:32:15
27,14,Review from Chandler Danier,"I once watched Jake Gyllenhalle talk on the phone for 1.5 hours and I hated it. I watch Ice Cube squint at a screen and chat with friends and family for 1.5 hours and I love it.

Data! They're coming for data. They're going to eat all our data! Why not just copy the data? Why not just set up a separate server farm where they just make an infinite RickRoll for the aliens. There is technically unlimited data if you copy that data forever and if the aliens eat the data, does that mean there's space for more data on that hdd? If you could write the read spead of the aliens, you could just give them unlimited data off of some small device. That could keep them eating for a while and while they're distracted, you set up a nuclear bomb inside them that is on a timer and they could prevent it from going nuclear but doing so will cause them to sacrifice themselves for the greater good.

Anyway. I like how this movie is shot. It is ridiculous and stupid. I happen to find it charming.",95,2025-08-20 20:33:15,2025-08-20 20:33:15
28,15,Review from kevin2019,"""War of the Worlds"" draws inspiration from both ""Independence Day"" (1996) and ""Open Windows"" (2014) amongst others to create this current interpretation of H.G. Wells's classic 1898 novel. The fundemental message of the book - humans are in reality nothing more than a vulnerable race even now in the 21st century despite our overwhelming dependence on the technology-driven infrastructure we use every day - remains the same, but it is indeed ironic this technology should be used to assist in the telling of the story. The problematic drawback with this technique lies in the fact it is like watching a live action video game and the unfolding drama surrounding the dilemmas and traumas the various characters we are supposed to care about are enduring quickly becomes desperately abstract as any global disaster inevitably does when it is reduced to being nothing more than television news feeds and the deceased are merely a list of numbers on a screen. The resulting film only manages to scrape the surface of the characters and the devastating invasion itself to create the illusion of reality without the necessary emotional depth required which only genuine characterisation can provide for it to truly resonate with an audience.",175,2025-10-04 13:19:48,2025-10-25 22:59:34
